"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe"
"15036",46,17,"2","2","2","1","0","2","2","1","0","0","0",0
"18757",33,31,"1","2","1","1","0","2","2","0","2","0","0",0
"24278",58,17,"2","2","3","0","0","2","3","1","0","0","0",0
"16146",26,22,"3","2","2","1","1","2","2","2","2","0","0",1
"36970",36,13,"1","2","1","1","0","2","1","0","1","0","0",0
"8999",40,5,"2","1","3","1","0","0","2","1","0","0","0",0
"27963",47,28,"3","0","2","0","0","2","0","1","0","0","0",0
"41847",69,16,"0","2","2","0","0","2","3","2","1","0","0",0
"15571",44,21,"2","2","2","0","1","2","2","0","2","0","0",0
"19817",31,8,"2","2","3","0","0","2","2","0","2","0","0",0
"5841",49,26,"3","0","2","1","0","0","1","1","1","0","0",0
"31265",53,5,"2","2","2","0","0","2","1","0","0","1","1",1
"12674",54,4,"3","2","2","0","1","2","2","1","1","0","0",0
"38188",39,15,"1","2","2","1","0","2","1","0","0","2","1",0
"20158",30,11,"3","2","3","1","0","2","2","0","1","0","0",0
"22525",46,22,"1","2","1","0","0","2","2","1","2","0","0",0
"21261",51,18,"3","0","2","1","1","2","2","0","2","0","0",0
"29404",31,2,"3","1","3","0","0","2","0","1","0","0","0",0
"30987",37,9,"0","2","2","0","0","2","0","0","1","2","1",0
"17061",30,25,"2","1","3","1","1","2","2","2","2","0","0",1
"9555",52,6,"0","2","0","0","0","0","2","0","0","0","0",0
"24775",51,18,"1","0","2","1","0","2","3","0","0","0","0",0
"4731",27,20,"3","1","2","1","0","0","1","2","1","0","0",0
"40216",53,9,"0","1","1","0","0","2","2","2","1","0","0",0
"34360",29,4,"2","1","3","0","0","2","1","1","2","0","0",1
"433",39,6,"1","2","2","1","0","0","1","1","0","0","0",0
"38236",43,15,"3","2","2","1","0","2","1","0","0","2","1",0
"6223",24,27,"3","1","3","1","1","0","1","0","0","0","0",0
"15332",31,18,"0","1","3","1","0","1","2","0","0","0","0",0
"8761",38,4,"1","2","1","1","0","0","2","2","1","0","0",1
"18219",33,30,"2","0","2","0","1","2","2","0","2","0","0",0
"40203",53,8,"2","2","3","0","0","2","2","0","1","0","0",0
"20013",32,8,"3","1","2","0","0","2","2","2","1","0","0",1
"4319",36,19,"3","0","2","1","0","0","1","0","2","0","0",0
"30163",45,5,"1","2","1","0","0","1","0","0","2","0","0",0
"42565",43,28,"2","2","3","0","0","2","0","1","1","1","1",1
"44284",38,26,"0","2","2","0","0","0","2","0","0","0","0",0
"12875",32,7,"3","1","2","0","1","2","2","2","1","0","0",0
"5670",30,26,"3","2","3","1","0","0","1","2","1","0","0",1
"41149",34,18,"2","1","3","0","0","2","2","2","1","0","0",1
"27327",59,21,"2","2","3","1","1","2","3","1","0","0","0",0
"30243",29,5,"3","2","1","1","0","2","0","1","0","2","1",0
"26841",51,20,"3","2","2","1","0","2","3","0","2","1","1",0
"30751",29,6,"3","1","3","1","1","2","0","1","2","0","0",0
"7765",29,30,"2","1","3","0","0","0","1","1","1","0","0",0
"22080",34,21,"3","1","2","0","0","2","2","0","1","0","0",0
"12945",33,7,"3","2","2","1","1","2","2","1","1","0","0",0
"17791",54,29,"3","2","2","0","1","2","2","0","1","0","0",0
"44456",21,5,"2","1","3","0","0","2","2","2","0","0","0",1
"2628",48,13,"2","2","3","1","0","0","1","0","0","0","0",0
"6192",56,27,"0","0","2","1","0","0","1","1","1","0","0",0
"42760",73,28,"0","2","1","0","0","2","0","2","1","0","0",1
"33121",33,20,"3","2","2","1","0","2","1","1","0","2","1",0
"15410",32,18,"2","1","3","0","0","2","2","1","0","0","0",0
"12229",35,20,"1","2","2","0","0","0","2","0","2","0","0",0
"39588",26,26,"3","1","3","1","0","2","1","0","0","1","1",0
"14499",35,14,"3","0","2","1","0","2","2","0","2","0","0",0
"35025",31,6,"1","1","2","1","0","2","1","0","1","0","0",0
"8825",60,4,"1","0","2","1","0","0","2","1","0","0","0",0
"5789",33,26,"2","1","2","1","0","0","1","2","0","0","0",0
"24330",58,17,"2","0","3","0","0","2","3","0","0","0","0",0
"31571",47,3,"3","0","2","0","0","2","1","2","0","0","0",0
"36507",41,12,"1","2","2","1","0","2","1","0","1","1","1",0
"8649",28,3,"3","2","2","1","0","0","2","2","1","0","0",0
"30679",58,6,"3","2","1","0","0","1","0","0","1","2","1",0
"21251",45,18,"1","2","1","0","0","2","2","1","2","0","0",0
"29281",33,2,"3","2","2","1","0","2","0","1","0","0","0",0
"4253",32,19,"1","2","2","1","0","0","1","1","2","0","0",0
"18395",31,31,"3","1","2","1","0","2","2","0","2","0","0",0
"29598",27,3,"0","1","3","0","0","2","0","0","1","0","0",0
"21528",56,19,"0","2","2","0","0","2","2","0","1","0","0",0
"3389",43,15,"3","1","2","1","0","0","1","0","0","0","0",0
"23446",32,28,"2","1","3","0","0","2","2","0","2","0","0",0
"5942",31,26,"3","2","2","1","0","0","1","0","2","0","0",0
"37677",37,14,"3","0","2","1","1","2","1","0","2","0","0",0
"27918",28,28,"2","2","3","0","0","2","0","1","0","0","0",0
"44874",35,23,"3","2","3","1","1","2","3","0","0","1","2",0
"10724",54,16,"0","2","1","0","0","0","2","0","1","0","0",0
"878",45,7,"1","2","2","1","0","0","1","2","0","0","0",1
"19659",51,7,"0","2","2","0","0","2","2","0","2","0","0",0
"8222",41,2,"3","2","2","0","0","0","2","0","1","0","0",0
"29829",34,4,"2","2","3","0","0","2","0","2","1","0","0",1
"10891",42,17,"1","2","2","1","0","0","2","0","0","0","0",0
"39872",35,2,"3","2","2","1","0","2","2","0","0","0","0",0
"43852",31,1,"2","1","3","0","0","2","2","1","2","0","0",1
"33560",45,20,"1","2","1","1","0","2","1","2","1","0","0",0
"24141",28,8,"0","1","3","0","0","2","3","0","0","0","0",0
"39807",45,1,"2","2","3","0","0","2","2","2","1","0","0",0
"22159",56,21,"2","2","3","0","0","2","2","2","1","0","0",0
"28598",29,29,"0","1","2","1","0","2","0","1","1","0","0",0
"32810",31,17,"3","2","2","1","1","2","1","2","0","0","0",0
"12842",31,7,"0","1","3","0","0","2","2","0","0","0","0",0
"35405",38,7,"3","2","2","1","1","2","1","1","1","2","2",0
"67",60,5,"0","2","3","0","0","0","1","2","0","0","0",0
"2429",23,13,"1","1","1","1","0","0","1","1","0","0","0",0
"3251",36,15,"1","1","2","1","0","0","1","0","1","0","0",0
"12938",52,7,"1","0","2","0","1","2","2","1","1","0","0",0
"5738",45,26,"3","1","3","1","0","0","1","0","0","0","0",0
"22785",30,25,"3","1","3","0","1","2","2","0","2","0","0",0
"29092",32,2,"3","1","2","0","0","2","0","1","0","0","0",0
"34182",26,4,"2","2","3","0","0","2","1","0","2","0","0",0
"38077",33,14,"1","2","2","1","1","1","1","0","2","2","2",0
"43528",76,23,"0","2","2","0","0","1","1","1","2","0","0",1
"23202",59,27,"0","2","1","1","0","2","2","0","2","0","0",0
"39767",38,1,"1","0","2","0","0","2","2","1","0","0","0",1
"10397",43,12,"2","0","3","0","0","0","2","0","1","0","0",0
"25261",59,18,"2","2","1","1","0","2","3","2","1","1","2",0
"19633",56,7,"3","2","2","1","1","2","2","0","2","0","0",0
"1950",30,9,"3","1","3","1","0","0","1","0","1","0","0",0
"31909",35,9,"3","2","2","0","0","2","1","1","0","0","0",0
"30064",57,4,"3","0","2","0","0","2","0","2","1","0","0",0
"31246",23,3,"0","1","2","0","0","2","1","0","0","0","0",0
"39862",26,2,"2","1","3","0","0","2","2","0","0","0","0",0
"15234",30,17,"2","2","3","1","0","2","2","0","0","0","0",0
"7325",33,29,"1","1","1","1","0","0","1","2","1","0","0",1
"10002",39,9,"1","2","2","0","0","0","2","0","1","0","0",0
"22775",33,25,"3","1","3","0","0","2","2","2","1","0","0",0
"3856",32,16,"2","1","2","1","0","0","1","2","1","0","0",0
"23972",52,29,"3","0","2","0","0","2","2","0","1","0","0",0
"21439",38,18,"3","0","2","0","0","2","2","0","2","0","0",0
"2012",53,9,"1","2","1","1","0","0","1","2","2","0","0",0
"10014",32,9,"0","1","0","1","0","0","2","0","2","0","0",0
"42470",69,10,"0","2","2","1","0","2","0","2","0","0","0",1
"6453",27,27,"3","2","2","1","0","0","1","0","0","0","0",0
"7600",46,30,"3","2","2","1","1","0","1","0","0","0","0",0
"8752",59,4,"0","0","2","0","1","0","2","1","1","0","0",0
"33853",35,29,"1","2","2","1","0","2","1","2","1","2","1",1
"38261",27,15,"3","1","3","1","0","2","1","2","0","2","1",0
"30268",42,5,"2","2","2","0","0","2","0","0","0","0","0",0
"40251",51,15,"1","2","2","0","0","2","2","1","0","0","0",0
"24338",58,17,"3","2","2","0","1","2","3","0","0","0","0",0
"754",55,6,"0","2","3","0","0","0","1","2","1","0","0",0
"18836",52,4,"2","2","3","0","0","2","2","0","0","0","0",0
"36674",33,12,"1","2","1","0","0","2","1","0","0","0","0",0
"16290",26,23,"2","1","3","1","0","2","2","0","0","0","0",0
"16268",53,23,"1","2","2","1","0","2","2","2","0","0","0",0
"31271",28,5,"3","1","2","0","1","2","1","1","1","0","0",1
"6183",25,27,"1","1","2","1","1","0","1","1","2","0","0",0
"13234",55,8,"3","2","2","0","0","2","2","0","0","0","0",0
"36028",34,11,"2","2","3","1","0","2","1","0","2","2","2",0
"11052",51,17,"1","2","1","1","0","0","2","2","1","0","0",0
"39396",27,22,"3","0","2","1","0","2","1","2","0","0","0",1
"37131",38,13,"3","1","1","1","0","1","1","0","1","2","2",0
"6441",29,27,"1","2","1","1","0","0","1","0","1","0","0",0
"6439",59,27,"2","0","3","0","1","0","1","0","1","0","0",0
"24428",46,17,"2","2","3","1","1","2","3","0","0","0","0",0
"40365",31,22,"3","2","2","0","0","2","2","0","0","0","0",0
"24670",43,17,"2","2","3","1","0","2","3","0","1","0","0",0
"39068",26,18,"1","2","2","1","0","2","1","1","1","0","0",0
"41289",26,26,"0","1","2","0","0","2","2","0","0","1","1",0
"34393",31,4,"0","2","2","1","0","2","1","2","2","0","0",0
"12585",27,3,"3","2","2","0","0","0","2","2","1","0","0",0
"13278",37,8,"1","2","1","0","1","1","2","2","2","0","0",0
"22188",50,21,"1","2","1","0","0","2","2","1","2","0","0",0
"39591",43,26,"2","2","3","1","0","2","1","0","0","1","1",0
"22602",47,22,"1","2","2","0","1","2","2","0","1","0","0",0
"17572",51,29,"1","2","2","0","0","2","2","1","1","0","0",0
"5573",33,23,"2","2","3","1","0","0","1","0","2","0","0",0
"35132",42,7,"1","2","1","1","0","2","1","0","1","0","0",0
"36548",48,12,"3","1","2","1","0","2","1","1","0","2","1",0
"34780",57,6,"0","2","1","1","0","2","1","0","1","2","1",0
"34826",35,6,"3","2","2","1","0","2","1","0","0","2","1",0
"20433",33,12,"3","2","3","0","0","2","2","0","1","0","0",0
"18606",36,31,"1","0","2","1","0","2","2","0","1","0","0",0
"34678",39,5,"1","1","2","1","1","2","1","0","1","1","2",0
"14317",33,14,"3","1","2","1","0","2","2","1","1","0","0",0
"19031",42,5,"3","0","2","0","1","2","2","0","0","0","0",0
"17464",52,28,"3","1","2","1","0","2","2","0","2","0","0",0
"9379",41,6,"1","0","1","0","0","0","2","0","0","0","0",0
"1734",26,9,"3","1","2","1","0","0","1","1","0","0","0",0
"13700",50,9,"3","2","2","0","0","2","2","0","2","0","0",0
"386",58,6,"3","2","2","1","1","0","1","0","0","0","0",0
"5832",32,26,"1","2","1","1","0","0","1","1","0","0","0",0
"4183",26,19,"2","2","3","0","0","0","1","0","1","0","0",0
"12447",44,1,"3","1","3","0","0","0","2","0","1","0","0",0
"23265",48,27,"3","0","3","0","0","2","2","0","2","0","0",0
"33097",32,20,"2","2","3","1","1","2","1","2","0","0","0",0
"23979",38,29,"2","2","3","0","0","2","2","0","2","0","0",0
"14894",26,16,"2","1","3","0","1","2","2","0","2","0","0",0
"2066",55,12,"0","2","2","1","0","0","1","0","1","0","0",0
"7628",38,30,"2","2","3","1","0","0","1","2","0","0","0",0
"32564",39,17,"3","2","3","0","0","2","1","2","1","0","0",0
"10210",60,11,"1","2","2","0","0","0","2","0","1","0","0",0
"37403",37,13,"1","2","2","1","0","2","1","2","1","2","1",0
"31369",59,18,"3","2","2","0","0","2","1","1","0","0","0",1
"1976",48,9,"1","2","1","1","0","0","1","2","1","0","0",0
"26756",42,20,"3","2","2","1","0","2","3","0","1","0","0",0
"41598",34,16,"2","1","3","1","0","2","3","0","1","1","1",0
"214",36,5,"3","2","2","1","0","0","1","1","0","0","0",0
"23812",37,29,"2","1","2","0","0","2","2","0","1","0","0",0
"15353",31,18,"3","2","2","1","0","2","2","2","1","0","0",1
"34776",33,6,"2","1","3","0","0","2","1","2","1","0","0",0
"22619",44,22,"3","2","2","0","0","2","2","0","2","0","0",0
"11141",42,18,"1","1","2","1","0","0","2","2","2","0","0",0
"5764",29,26,"3","2","2","1","0","0","1","2","1","0","0",0
"20146",35,11,"3","1","2","0","0","2","2","1","2","0","0",0
"29615",24,3,"3","1","2","0","0","2","0","0","0","0","0",0
"28435",40,29,"1","0","1","1","0","2","0","0","0","2","1",0
"15005",42,17,"1","2","1","1","0","2","2","0","0","0","0",0
"12100",45,20,"0","2","2","0","0","0","2","0","2","0","0",0
"30738",47,6,"2","2","3","0","0","2","0","2","1","2","2",0
"14965",34,16,"1","2","1","1","0","2","2","2","2","0","0",0
"1236",37,8,"1","1","2","1","0","0","1","1","0","0","0",0
"17489",30,28,"1","1","2","1","0","2","2","1","2","0","0",0
"34251",28,4,"0","1","2","0","0","1","1","0","2","0","0",0
"575",54,6,"3","2","2","0","0","0","1","0","0","0","0",0
"30194",30,5,"0","1","2","0","0","2","0","1","0","0","0",0
"32205",72,16,"0","2","2","0","0","1","1","0","1","0","0",0
"1276",35,8,"2","2","3","1","0","0","1","1","0","0","0",0
"45157",37,9,"2","2","3","0","0","2","3","1","0","0","0",1
"17189",30,28,"3","2","1","1","0","2","2","0","1","0","0",0
"14262",49,14,"2","2","3","1","1","2","2","0","1","0","0",0
"25306",30,18,"3","1","3","1","0","2","3","2","1","1","1",0
"35989",44,8,"3","0","2","1","0","2","1","2","0","2","1",0
"71",57,5,"1","2","2","1","1","0","1","1","0","0","0",0
"8563",32,3,"1","2","2","1","0","0","2","1","0","0","0",0
"22915",40,26,"2","2","2","0","0","2","2","0","2","0","0",0
"38959",28,18,"3","1","2","1","0","2","1","2","0","0","0",0
"39461",28,25,"0","2","3","0","0","2","1","0","0","0","0",1
"8643",45,3,"3","2","2","1","1","0","2","1","2","0","0",0
"9236",53,5,"0","2","0","0","0","0","2","0","1","0","0",0
"34690",32,5,"1","2","2","1","0","2","1","2","1","0","0",0
"30937",49,9,"1","1","1","0","0","2","0","2","1","0","0",0
"41034",33,14,"3","2","2","0","0","2","2","1","1","1","1",0
"22997",36,26,"3","1","3","0","0","2","2","0","2","0","0",0
"27782",29,28,"3","1","3","0","0","2","0","2","0","0","0",0
"453",46,6,"2","0","0","1","0","0","1","1","0","0","0",0
"29762",45,4,"1","2","1","1","0","2","0","1","0","0","0",0
"34314",32,4,"2","0","3","0","0","2","1","2","1","0","0",1
"22936",37,26,"2","2","2","0","0","2","2","0","2","0","0",0
"24411",45,17,"3","1","2","0","1","1","3","0","0","0","0",0
"10421",44,12,"2","2","3","1","0","0","2","0","1","0","0",0
"34524",30,5,"3","1","2","1","0","2","1","0","0","0","0",0
"11096",46,18,"0","1","1","0","0","0","2","0","2","0","0",0
"31488",45,1,"3","0","2","1","1","2","1","1","2","2","1",0
"11100",40,18,"2","2","2","0","0","0","2","0","0","0","0",0
"2931",41,14,"1","2","0","1","0","0","1","1","1","0","0",0
"16534",26,23,"3","1","2","0","1","2","2","0","2","0","0",0
"39708",23,27,"3","1","2","0","0","2","1","1","1","0","0",0
"16829",37,24,"2","2","3","0","1","2","2","2","1","0","0",0
"43457",25,12,"0","1","1","0","0","2","1","0","1","0","0",1
"40671",40,6,"2","2","3","0","0","2","2","0","1","1","2",1
"1023",31,7,"3","0","2","1","0","0","1","1","0","0","0",0
"9423",35,6,"1","2","2","0","0","0","2","0","0","0","0",0
"6175",36,27,"1","2","0","1","0","0","1","2","1","0","0",0
"40936",31,12,"2","2","3","0","0","2","2","0","0","1","1",0
"40237",49,12,"3","0","3","1","0","2","2","0","1","0","0",0
"27111",39,21,"1","2","1","1","0","2","3","0","0","0","0",0
"12930",58,7,"1","0","2","0","0","2","2","1","2","0","0",0
"18420",41,31,"1","2","1","0","0","2","2","0","1","0","0",0
"37111",44,13,"1","2","2","1","0","2","1","0","2","0","0",0
"39950",27,2,"0","1","2","0","0","2","2","0","1","0","0",0
"16715",37,24,"3","2","2","1","0","2","2","0","1","0","0",0
"27852",59,28,"0","2","2","0","0","2","0","1","0","0","0",0
"34277",34,4,"2","2","2","0","0","2","1","2","2","0","0",0
"34149",58,30,"2","2","3","1","0","2","1","2","1","1","1",1
"31153",26,26,"1","1","2","0","0","2","0","0","0","0","0",0
"38693",34,15,"2","2","2","1","0","2","1","2","2","0","0",0
"36207",51,11,"2","1","3","1","0","2","1","1","1","2","2",0
"34374",32,4,"2","1","3","0","0","2","1","0","2","1","2",0
"4550",36,20,"3","0","2","1","0","0","1","0","1","0","0",0
"15914",40,22,"3","2","2","1","0","2","2","0","1","0","0",0
"29717",57,3,"2","2","3","0","0","2","0","1","1","0","0",0
"18122",58,30,"0","0","3","1","0","2","2","0","2","0","0",0
"40859",26,12,"2","1","3","0","0","2","2","0","1","0","0",0
"12465",60,1,"0","2","1","0","0","0","2","0","0","0","0",0
"23075",48,26,"2","2","1","0","0","2","2","1","2","0","0",0
"24699",56,17,"3","2","2","0","1","2","3","0","0","1","1",0
"29651",37,3,"3","1","2","1","0","2","0","2","1","0","0",0
"33258",66,20,"0","2","1","0","0","1","1","0","2","0","0",0
"39697",32,27,"3","1","2","0","0","2","1","1","1","0","0",0
"26031",39,19,"2","2","3","1","0","2","3","0","2","1","1",0
"9757",34,9,"1","2","3","1","0","0","2","1","1","0","0",0
"3361",41,15,"2","2","2","0","0","0","1","2","1","0","0",0
"19395",50,6,"3","2","2","0","1","2","2","0","2","0","0",0
"4171",31,19,"1","1","2","1","0","0","1","1","0","0","0",0
"8092",34,2,"1","2","1","1","0","0","2","2","1","0","0",0
"35288",23,7,"3","1","2","1","0","2","1","0","0","2","1",0
"2417",31,13,"3","2","2","1","0","0","1","1","0","0","0",0
"27725",55,11,"0","0","2","0","0","1","0","0","0","0","0",0
"11600",35,19,"2","1","3","0","0","0","2","0","1","0","0",0
"17503",41,29,"3","2","2","1","0","2","2","0","2","0","0",0
"11322",38,18,"3","2","2","0","0","0","2","0","1","0","0",0
"17822",37,29,"3","2","2","0","0","2","2","0","2","0","0",0
"871",33,7,"3","0","2","1","0","0","1","0","0","0","0",0
"15097",30,17,"2","2","3","0","0","2","2","2","0","0","0",0
"45181",66,15,"0","2","2","0","0","2","3","2","1","1","2",0
"883",33,7,"1","2","3","1","1","0","1","0","0","0","0",0
"44205",43,16,"0","2","3","0","0","2","2","2","0","2","1",1
"42505",72,16,"0","2","2","0","0","2","0","2","1","0","0",1
"33155",52,20,"3","0","2","1","0","1","1","0","2","0","0",0
"16227",29,23,"3","1","2","1","1","2","2","0","2","0","0",0
"28727",27,30,"0","1","2","1","0","2","0","1","2","0","0",0
"32201",51,16,"1","2","0","1","0","2","1","1","1","2","1",1
"34",59,5,"1","2","2","1","0","0","1","1","0","0","0",0
"29178",40,2,"3","2","2","1","0","2","0","1","1","0","0",0
"35406",36,7,"1","2","2","1","0","2","1","0","1","0","0",0
"8156",39,2,"2","2","3","1","0","0","2","0","1","0","0",0
"37405",44,13,"2","2","3","1","0","2","1","0","1","2","1",0
"44580",53,17,"3","2","2","0","0","2","2","0","2","0","0",0
"11537",39,19,"3","1","2","0","1","0","2","0","0","0","0",0
"37022",28,13,"3","2","2","1","0","2","1","0","0","0","0",0
"35747",49,8,"2","2","3","1","0","2","1","2","0","0","0",1
"41129",70,18,"2","2","3","0","0","2","2","0","1","0","0",0
"33533",52,20,"1","2","2","1","0","2","1","1","1","2","1",0
"18761",43,31,"2","2","3","0","0","2","2","0","2","0","0",0
"26852",45,20,"1","1","0","0","0","2","3","1","1","0","0",0
"42274",37,13,"3","1","2","0","0","2","3","0","2","1","2",0
"5583",32,23,"1","2","2","1","0","0","1","2","2","0","0",0
"24807",54,18,"2","2","2","1","0","1","3","0","0","0","0",0
"13018",60,7,"2","2","3","0","0","1","2","0","2","0","0",0
"42215",26,11,"2","1","3","0","0","2","3","0","0","1","1",1
"39252",34,18,"1","2","1","1","0","2","1","2","2","2","1",1
"33767",82,22,"0","2","0","0","0","1","1","1","1","0","0",0
"33502",31,20,"3","1","2","1","0","2","1","0","1","0","0",0
"26861",41,20,"3","1","2","0","1","2","3","1","2","1","1",0
"27302",38,21,"3","2","2","1","1","2","3","0","0","1","1",0
"14040",38,11,"3","2","2","1","0","2","2","2","0","0","0",0
"30159",41,5,"3","2","2","0","0","1","0","0","2","2","2",0
"28996",44,2,"3","2","2","1","0","2","0","2","0","0","0",0
"26820",51,20,"1","2","1","0","0","1","3","0","1","0","0",0
"3824",58,16,"0","2","1","1","0","0","1","0","1","0","0",0
"707",44,6,"3","1","0","1","0","0","1","0","2","0","0",0
"36041",45,11,"1","2","1","1","0","1","1","0","0","2","2",0
"39415",44,22,"3","2","2","1","1","2","1","0","0","1","1",0
"6617",59,28,"2","1","3","1","0","0","1","0","1","0","0",0
"9857",59,9,"1","0","1","0","0","0","2","2","0","0","0",0
"13792",30,10,"3","1","2","0","0","2","2","2","0","0","0",0
"2211",31,12,"1","2","1","1","1","0","1","1","2","0","0",0
"26209",34,20,"1","1","2","1","1","2","3","2","0","0","0",1
"31091",21,17,"1","1","2","0","0","2","0","0","1","0","0",1
"32143",58,15,"2","2","3","0","0","2","1","1","0","0","0",0
"15070",35,17,"2","2","3","0","0","2","2","0","2","0","0",0
"32932",44,17,"1","2","2","1","0","2","1","1","1","0","0",0
"23200",37,27,"3","2","3","0","0","2","2","0","2","0","0",0
"12015",39,20,"2","2","3","0","0","0","2","0","2","0","0",0
"18231",44,30,"2","2","0","1","0","1","2","0","2","0","0",0
"14892",25,16,"3","1","2","0","1","2","2","2","0","0","0",0
"5510",36,23,"1","1","1","1","0","0","1","0","1","0","0",0
"41352",36,31,"0","1","3","1","0","2","2","0","1","1","1",0
"42584",36,29,"3","2","3","1","1","2","0","0","0","2","1",0
"39331",24,18,"0","1","2","1","0","1","1","0","1","2","1",0
"13451",27,9,"3","1","2","0","1","2","2","1","0","0","0",0
"13942",29,10,"3","2","2","1","1","2","2","1","1","0","0",0
"8657",28,3,"1","2","2","1","0","0","2","2","1","0","0",0
"35378",47,7,"3","2","2","1","0","2","1","0","0","2","1",0
"2894",41,14,"1","2","2","1","0","0","1","1","1","0","0",0
"13925",41,10,"1","2","1","1","0","2","2","0","0","0","0",0
"43555",34,26,"3","1","2","0","0","2","1","2","0","2","1",0
"20554",58,12,"2","0","3","0","0","2","2","1","2","0","0",0
"35584",24,7,"3","1","2","1","0","2","1","1","1","0","0",0
"17103",46,25,"1","2","1","0","1","1","2","0","2","0","0",0
"45124",49,26,"3","2","2","0","0","2","3","1","1","1","2",0
"5309",39,23,"2","2","2","1","0","0","1","0","0","0","0",0
"29091",60,2,"2","2","1","0","0","1","0","2","0","0","0",0
"22421",55,22,"1","2","0","0","0","2","2","2","1","0","0",1
"25297",43,18,"0","2","2","1","0","2","3","1","1","0","0",0
"40178",53,5,"2","0","3","0","1","2","2","2","1","0","0",1
"22582",48,22,"1","2","1","0","0","1","2","0","2","0","0",0
"6244",35,27,"1","1","1","1","0","0","1","0","0","0","0",0
"44372",32,2,"3","1","3","0","0","2","2","0","2","1","1",0
"12648",50,4,"2","2","3","0","1","0","2","2","0","0","0",0
"37429",37,13,"3","2","2","1","0","1","1","0","1","2","1",0
"34021",30,30,"3","1","2","1","0","2","1","1","1","0","0",1
"3900",46,16,"3","2","2","1","0","0","1","0","0","0","0",0
"41098",55,17,"2","2","3","0","0","2","2","0","0","0","0",0
"15038",51,17,"3","2","2","1","0","2","2","0","1","0","0",0
"15893",32,21,"1","2","2","1","1","2","2","1","1","0","0",0
"4085",44,19,"2","2","2","1","0","0","1","2","0","0","0",0
"21152",30,14,"2","1","3","0","0","2","2","0","2","0","0",0
"12243",36,20,"1","0","2","1","0","0","2","1","1","0","0",0
"10919",43,17,"1","2","1","1","0","0","2","0","1","0","0",0
"31911",30,9,"1","2","2","1","0","2","1","0","1","2","1",0
"12175",49,20,"2","2","3","0","0","0","2","0","2","0","0",0
"8652",30,3,"3","1","3","1","1","0","2","0","1","0","0",0
"18758",35,31,"3","2","2","0","1","2","2","0","2","0","0",0
"24467",44,17,"3","2","2","1","0","2","3","0","0","0","0",0
"17036",54,25,"3","2","2","1","0","1","2","2","1","0","0",0
"9194",36,5,"2","2","2","1","0","0","2","2","0","0","0",0
"11054",54,17,"3","2","2","0","0","0","2","1","1","0","0",0
"34256",28,4,"3","1","2","1","0","2","1","0","1","0","0",0
"30258",42,5,"1","2","2","1","0","2","0","0","0","0","0",0
"24459",45,17,"3","2","2","1","0","2","3","0","0","0","0",0
"25639",35,19,"3","2","2","0","0","2","3","1","1","0","0",0
"21090",44,14,"1","2","1","0","0","1","2","1","2","0","0",0
"16092",41,22,"2","2","3","1","0","2","2","0","1","0","0",0
"26775",45,20,"1","2","1","1","0","2","3","2","1","0","0",1
"23807",34,29,"2","2","3","0","0","2","2","0","1","0","0",0
"34415",40,5,"2","2","1","1","0","1","1","0","2","0","0",0
"3835",24,16,"3","1","2","1","0","0","1","2","1","0","0",0
"32908",50,17,"1","2","0","1","0","2","1","1","1","2","1",0
"33368",39,20,"1","2","2","1","0","1","1","2","0","0","0",0
"31179",50,27,"2","2","0","0","0","2","0","1","0","2","1",1
"9212",39,5,"1","0","1","1","0","0","2","1","1","0","0",0
"25609",31,19,"1","2","2","1","1","2","3","0","1","1","1",0
"27379",30,21,"0","1","3","0","0","2","3","2","0","0","0",1
"29588",36,3,"2","2","3","0","0","2","0","1","1","0","0",1
"28928",34,2,"3","1","2","0","0","2","0","0","0","0","0",0
"42616",29,12,"3","1","3","0","0","2","0","0","0","1","1",0
"34974",38,6,"3","2","2","1","1","2","1","0","1","1","1",0
"14643",28,15,"0","1","2","0","0","2","2","2","0","0","0",0
"27380",59,21,"2","0","3","1","0","2","3","0","0","0","0",0
"635",52,6,"2","2","3","1","1","0","1","2","1","0","0",0
"3501",29,15,"2","2","3","0","0","0","1","2","1","0","0",1
"19717",45,7,"1","2","1","0","0","2","2","1","1","0","0",0
"42030",65,28,"0","2","1","0","0","2","3","2","0","0","0",1
"43532",43,23,"3","1","0","0","0","2","1","1","0","1","1",1
"22464",50,22,"1","2","2","0","0","2","2","0","1","0","0",0
"33267",31,20,"1","2","1","1","0","2","1","1","1","1","1",0
"22589",47,22,"1","2","2","0","0","2","2","0","2","0","0",0
"32800",45,17,"1","2","1","1","0","2","1","2","0","1","1",0
"12715",43,7,"2","0","2","0","0","2","2","0","1","0","0",0
"23474",36,28,"3","2","2","0","0","2","2","2","2","0","0",1
"15524",34,18,"1","2","2","1","1","2","2","0","1","0","0",0
"40333",37,17,"2","2","3","0","0","2","2","0","2","1","1",0
"38820",36,18,"3","1","2","1","0","2","1","1","0","2","1",0
"35461",45,7,"1","2","1","1","0","2","1","2","0","0","0",0
"34407",50,5,"1","2","1","1","0","2","1","2","1","0","0",1
"31334",58,12,"2","2","3","0","0","2","1","0","0","0","0",1
"2688",49,13,"2","2","3","1","0","0","1","0","1","0","0",0
"18959",40,4,"3","2","2","1","1","2","2","0","1","0","0",0
"32712",30,17,"1","1","3","1","0","2","1","0","2","0","0",0
