"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe"
"1542",59,8,"0","0","1","1","1","0","1","0","2","0","0",0
"1543",50,8,"1","2","1","0","0","0","1","1","1","0","0",0
"1544",37,8,"3","2","2","1","0","0","1","0","1","0","0",0
"1545",33,8,"0","1","2","0","0","0","1","0","2","0","0",0
"1546",52,8,"1","2","2","0","0","0","1","0","1","0","0",0
"1547",43,8,"1","2","1","1","0","0","1","0","1","0","0",0
"1548",53,8,"1","2","2","0","1","0","1","1","2","0","0",0
"1549",37,8,"1","2","1","1","0","0","1","0","1","0","0",0
"1550",50,8,"3","1","2","0","0","0","1","0","1","0","0",0
"1551",53,8,"1","2","2","1","0","0","1","0","2","0","0",0
"1552",47,8,"1","2","1","0","0","0","1","0","2","0","0",0
"1553",48,8,"3","0","3","1","0","0","1","2","1","0","0",0
"1554",35,8,"3","0","2","1","0","0","1","2","1","0","0",0
"1555",42,8,"2","2","2","1","0","0","1","2","1","0","0",0
"1556",43,8,"2","0","3","1","0","0","1","0","1","0","0",0
"1557",40,8,"3","1","2","1","0","0","1","0","2","0","0",0
"1558",36,8,"3","2","2","1","0","0","1","0","2","0","0",0
"1559",39,8,"2","2","3","1","0","0","1","1","2","0","0",0
"1560",32,8,"1","0","1","1","0","0","1","0","1","0","0",0
"1561",44,8,"2","0","3","1","0","0","1","0","1","0","0",0
"1562",43,8,"3","0","2","1","0","0","1","1","1","0","0",0
"1563",53,8,"2","2","2","1","0","0","1","0","2","0","0",0
"1564",41,8,"3","2","2","1","0","0","1","2","1","0","0",0
"1565",53,8,"2","2","3","1","0","0","1","0","1","0","0",0
"1566",31,8,"0","2","1","1","0","0","1","0","1","0","0",0
"1567",51,8,"1","2","1","1","0","0","1","1","1","0","0",0
"1568",32,8,"1","2","2","1","1","0","1","0","1","0","0",0
"1569",52,8,"1","2","2","1","0","0","1","0","1","0","0",0
"1570",41,8,"2","2","1","1","0","0","1","0","1","0","0",0
"1571",30,8,"2","1","3","1","0","0","1","0","2","0","0",0
"1572",32,8,"2","1","3","1","0","0","1","2","1","0","0",0
"1573",31,8,"1","2","1","1","0","0","1","1","1","0","0",0
"1574",38,8,"1","2","2","1","0","0","1","0","1","0","0",0
"1575",44,8,"1","2","2","1","0","0","1","1","1","0","0",0
"1576",36,8,"1","2","2","1","0","0","1","2","1","0","0",0
"1577",34,8,"3","2","3","1","0","0","1","1","2","0","0",0
"1578",40,8,"3","2","2","1","1","0","1","2","1","0","0",0
"1579",41,8,"1","2","1","1","0","0","1","0","2","0","0",0
"1580",56,8,"3","0","2","1","0","0","1","1","2","0","0",0
"1581",39,8,"1","2","1","1","0","0","1","0","1","0","0",0
"1582",34,8,"1","2","1","1","0","0","1","1","1","0","0",0
"1583",41,8,"1","1","2","1","1","0","1","1","2","0","0",0
"1584",39,8,"2","1","3","1","0","0","1","2","1","0","0",0
"1585",33,8,"3","2","2","0","1","0","1","2","2","0","0",0
"1586",52,8,"2","0","2","0","0","0","1","1","1","0","0",0
"1587",26,8,"2","1","3","1","0","0","1","0","1","0","0",0
"1588",54,8,"0","2","2","1","0","0","1","0","1","0","0",0
"1589",30,8,"3","2","0","1","0","0","1","1","1","0","0",0
"1590",35,8,"2","2","3","0","1","0","1","0","1","0","0",0
"1591",47,8,"3","0","2","1","0","0","1","1","0","0","0",0
"1592",53,8,"1","0","2","1","0","0","1","1","0","0","0",0
"1593",29,8,"1","1","2","1","1","0","1","1","2","0","0",0
"1594",36,8,"3","2","3","1","0","0","1","0","1","0","0",0
"1595",35,8,"2","2","3","1","0","0","1","1","2","0","0",0
"1596",43,8,"1","2","2","1","0","0","1","1","2","0","0",0
"1597",38,8,"1","2","1","1","0","0","1","2","1","0","0",0
"1598",39,8,"1","2","2","1","0","0","1","0","1","0","0",0
"1599",58,8,"2","2","2","0","0","0","1","0","1","0","0",0
"1600",33,8,"3","2","2","1","0","0","1","0","2","0","0",0
"1601",60,8,"1","2","1","1","0","0","1","0","1","0","0",0
"1602",45,8,"3","2","2","1","0","0","1","1","1","0","0",0
"1603",39,8,"1","2","1","1","0","0","1","0","1","0","0",0
"1604",35,8,"2","2","3","1","1","0","1","0","0","0","0",0
"1605",41,8,"1","2","1","1","0","0","1","1","2","0","0",0
"1606",40,8,"3","2","1","1","0","0","1","0","0","0","0",0
"1607",33,8,"3","2","2","1","0","0","1","1","1","0","0",0
"1608",32,8,"3","0","2","1","0","0","1","1","2","0","0",0
"1609",44,8,"2","2","2","1","0","0","1","0","1","0","0",0
"1610",34,9,"2","1","3","1","0","0","1","0","2","0","0",0
"1611",29,9,"3","1","2","1","1","0","1","0","1","0","0",0
"1612",49,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1613",31,9,"1","2","2","1","0","0","1","1","1","0","0",0
"1614",47,9,"3","0","2","1","0","0","1","1","2","0","0",0
"1615",34,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1616",32,9,"2","1","3","1","0","0","1","1","1","0","0",0
"1617",32,9,"3","1","3","1","0","0","1","0","1","0","0",0
"1618",56,9,"3","1","1","1","0","0","1","0","2","0","0",0
"1619",28,9,"3","1","2","1","1","0","1","0","2","0","0",0
"1620",35,9,"3","1","2","1","0","0","1","1","1","0","0",0
"1621",52,9,"2","1","3","1","1","0","1","0","2","0","0",0
"1622",35,9,"3","2","2","1","0","0","1","0","1","0","0",0
"1623",32,9,"1","2","2","1","0","0","1","1","1","0","0",0
"1624",42,9,"2","0","2","1","0","0","1","0","0","0","0",0
"1625",51,9,"1","1","1","1","0","0","1","1","0","0","0",0
"1626",47,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1627",34,9,"3","2","2","1","0","0","1","0","2","0","0",0
"1628",45,9,"3","2","2","1","0","0","1","1","0","0","0",0
"1629",31,9,"3","0","2","1","0","0","1","0","0","0","0",0
"1630",40,9,"1","2","1","1","0","0","1","0","0","0","0",0
"1631",53,9,"2","2","2","1","0","0","1","0","1","0","0",0
"1632",44,9,"3","1","2","1","0","0","1","1","0","0","0",0
"1633",49,9,"1","2","1","1","0","0","1","1","0","0","0",0
"1634",47,9,"3","2","2","1","0","0","1","1","2","0","0",0
"1635",31,9,"1","2","1","1","0","0","1","1","0","0","0",0
"1636",45,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1637",30,9,"1","2","1","1","1","0","1","2","0","0","0",0
"1638",40,9,"1","0","1","1","0","0","1","2","0","0","0",0
"1639",27,9,"3","1","0","1","0","0","1","2","0","0","0",0
"1640",28,9,"3","2","2","1","0","0","1","2","0","0","0",0
"1641",28,9,"3","1","3","1","0","0","1","1","0","0","0",0
"1642",44,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1643",35,9,"2","2","3","1","0","0","1","2","0","0","0",0
"1644",29,9,"1","2","2","0","0","0","1","1","0","0","0",0
"1645",33,9,"1","0","1","0","0","0","1","0","0","0","0",0
"1646",32,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1647",35,9,"1","1","2","1","0","0","1","2","2","0","0",1
"1648",31,9,"3","1","3","1","0","0","1","2","1","0","0",1
"1649",36,9,"3","1","2","1","1","0","1","2","0","0","0",0
"1650",41,9,"3","2","2","1","0","0","1","1","0","0","0",0
"1651",35,9,"1","2","2","1","1","0","1","0","1","0","0",0
"1652",40,9,"1","2","2","1","0","0","1","1","0","0","0",0
"1653",42,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1654",34,9,"3","1","3","1","1","0","1","1","0","0","0",0
"1655",41,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1656",43,9,"1","0","1","1","0","0","1","0","0","0","0",0
"1657",37,9,"2","2","3","1","0","0","1","0","0","0","0",0
"1658",26,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1659",32,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1660",51,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1661",38,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1662",51,9,"0","0","2","0","0","0","1","0","0","0","0",0
"1663",49,9,"3","0","2","1","0","0","1","2","1","0","0",0
"1664",31,9,"1","2","2","1","0","0","1","2","1","0","0",0
"1665",33,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1666",30,9,"3","1","0","0","0","0","1","1","0","0","0",0
"1667",33,9,"3","2","2","0","0","0","1","0","0","0","0",0
"1668",41,9,"0","2","2","1","0","0","1","2","1","0","0",0
"1669",37,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1670",33,9,"1","2","1","1","0","0","1","1","0","0","0",0
"1671",32,9,"3","2","2","1","1","0","1","0","0","0","0",0
"1672",46,9,"3","2","2","1","0","0","1","2","0","0","0",1
"1673",34,9,"2","1","3","0","0","0","1","1","0","0","0",0
"1674",32,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1675",43,9,"1","1","2","1","0","0","1","2","1","0","0",1
"1676",28,9,"1","2","2","1","0","0","1","1","0","0","0",0
"1677",46,9,"3","0","3","1","0","0","1","0","0","0","0",0
"1678",52,9,"3","0","1","1","0","0","1","0","0","0","0",0
"1679",34,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1680",27,9,"3","0","2","1","1","0","1","2","1","0","0",0
"1681",32,9,"3","1","3","1","1","0","1","2","0","0","0",0
"1682",37,9,"1","1","2","1","0","0","1","1","1","0","0",0
"1683",29,9,"2","2","3","1","0","0","1","0","0","0","0",0
"1684",40,9,"1","0","2","0","0","0","1","0","0","0","0",0
"1685",47,9,"3","2","1","1","0","0","1","0","0","0","0",0
"1686",34,9,"1","2","2","1","0","0","1","1","0","0","0",0
"1687",25,9,"3","1","2","1","1","0","1","1","0","0","0",0
"1688",30,9,"2","2","3","1","0","0","1","0","0","0","0",0
"1689",31,9,"3","2","2","1","0","0","1","2","0","0","0",1
"1690",35,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1691",32,9,"1","0","2","1","0","0","1","0","0","0","0",0
"1692",28,9,"1","1","2","1","0","0","1","2","0","0","0",1
"1693",27,9,"3","1","2","1","0","0","1","0","1","0","0",0
"1694",37,9,"1","2","1","1","0","0","1","2","0","0","0",0
"1695",35,9,"1","1","1","1","0","0","1","0","0","0","0",0
"1696",34,9,"1","2","1","1","0","0","1","1","0","0","0",0
"1697",31,9,"3","2","2","1","0","0","1","1","0","0","0",0
"1698",36,9,"2","0","3","1","0","0","1","0","0","0","0",0
"1699",38,9,"3","2","2","1","0","0","1","2","0","0","0",0
"1700",25,9,"3","2","2","1","1","0","1","0","0","0","0",0
"1701",51,9,"2","1","3","1","0","0","1","0","0","0","0",0
"1702",26,9,"1","1","2","1","0","0","1","2","0","0","0",0
"1703",40,9,"0","2","3","0","0","0","1","0","0","0","0",0
"1704",26,9,"3","1","2","1","0","0","1","2","0","0","0",0
"1705",36,9,"3","2","2","1","0","0","1","2","1","0","0",0
"1706",59,9,"1","2","2","1","0","0","1","1","0","0","0",0
"1707",26,9,"1","1","2","1","1","0","1","1","0","0","0",0
"1708",49,9,"2","2","3","1","0","0","1","0","1","0","0",0
"1709",33,9,"1","2","1","1","0","0","1","0","0","0","0",0
"1710",31,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1711",59,9,"2","1","2","1","0","0","1","2","0","0","0",0
"1712",38,9,"2","2","2","1","0","0","1","2","0","0","0",0
"1713",37,9,"3","1","2","1","1","0","1","1","0","0","0",0
"1714",31,9,"0","1","3","1","0","0","1","2","1","0","0",0
"1715",54,9,"0","2","2","1","0","0","1","0","1","0","0",0
"1716",41,9,"1","2","1","1","1","0","1","0","2","0","0",0
"1717",44,9,"2","2","3","1","0","0","1","0","1","0","0",0
"1718",28,9,"3","1","2","1","0","0","1","1","1","0","0",0
"1719",22,9,"0","1","2","1","0","0","1","1","1","0","0",0
"1720",31,9,"1","2","1","1","0","0","1","2","1","0","0",0
"1721",36,9,"3","2","2","1","0","0","1","0","1","0","0",0
"1722",37,9,"3","0","2","1","0","0","1","0","1","0","0",0
"1723",54,9,"3","2","2","1","0","0","1","0","1","0","0",0
"1724",28,9,"2","1","3","1","0","0","1","0","0","0","0",0
"1725",42,9,"1","2","1","1","0","0","1","0","0","0","0",0
"1726",35,9,"3","1","3","1","0","0","1","0","0","0","0",0
"1727",29,9,"3","2","2","1","0","0","1","0","0","0","0",0
"1728",59,9,"1","1","1","1","0","0","1","0","0","0","0",0
"1729",46,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1730",32,9,"2","1","2","1","0","0","1","1","0","0","0",0
"1731",43,9,"2","0","3","1","0","0","1","1","0","0","0",0
"1732",41,9,"1","2","1","1","0","0","1","2","0","0","0",0
"1733",31,9,"3","2","2","0","0","0","1","1","1","0","0",0
"1734",26,9,"3","1","2","1","0","0","1","1","0","0","0",0
"1735",29,9,"1","2","1","1","0","0","1","2","0","0","0",0
"1736",31,9,"3","2","2","0","0","0","1","1","0","0","0",0
"1737",37,9,"1","0","2","1","0","0","1","0","0","0","0",0
"1738",35,9,"3","2","2","1","0","0","1","0","2","0","0",0
"1739",31,9,"3","1","3","1","0","0","1","1","0","0","0",0
"1740",30,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1741",29,9,"1","1","1","1","0","0","1","0","1","0","0",0
"1742",29,9,"3","0","2","0","0","0","1","2","0","0","0",0
"1743",39,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1744",31,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1745",27,9,"2","1","3","1","0","0","1","0","1","0","0",0
"1746",22,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1747",31,9,"2","1","2","1","0","0","1","2","1","0","0",0
"1748",39,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1749",25,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1750",27,9,"2","1","2","1","0","0","1","2","0","0","0",0
"1751",28,9,"3","1","3","1","0","0","1","2","0","0","0",0
"1752",31,9,"0","2","1","1","0","0","1","2","1","0","0",0
"1753",46,9,"3","0","2","1","0","0","1","1","1","0","0",0
"1754",37,9,"1","2","2","0","0","0","1","1","1","0","0",0
"1755",27,9,"3","1","2","1","1","0","1","2","0","0","0",0
"1756",34,9,"0","0","2","1","0","0","1","1","0","0","0",0
"1757",30,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1758",23,9,"0","1","2","1","0","0","1","2","1","0","0",0
"1759",33,9,"3","0","2","0","1","0","1","0","0","0","0",0
"1760",43,9,"3","2","2","1","0","0","1","0","1","0","0",0
"1761",50,9,"1","2","1","1","0","0","1","1","2","0","0",0
"1762",31,9,"3","2","2","1","0","0","1","1","1","0","0",0
"1763",32,9,"1","1","2","0","0","0","1","0","0","0","0",0
"1764",32,9,"3","1","2","1","1","0","1","2","0","0","0",0
"1765",37,9,"3","0","2","1","0","0","1","0","0","0","0",0
"1766",60,9,"2","0","0","1","0","0","1","0","1","0","0",0
"1767",47,9,"1","0","2","1","0","0","1","1","0","0","0",0
"1768",32,9,"1","2","2","1","0","0","1","2","0","0","0",1
"1769",34,9,"3","2","2","1","0","0","1","0","0","0","0",0
"1770",36,9,"1","0","0","1","0","0","1","2","0","0","0",0
"1771",28,9,"3","1","2","1","0","0","1","2","0","0","0",0
"1772",31,9,"3","0","2","1","0","0","1","1","1","0","0",0
"1773",43,9,"1","2","1","1","1","0","1","0","1","0","0",0
"1774",32,9,"0","1","2","1","0","0","1","1","1","0","0",0
"1775",31,9,"3","2","2","1","1","0","1","0","1","0","0",0
"1776",56,9,"3","2","1","1","0","0","1","0","1","0","0",0
"1777",34,9,"2","1","3","1","0","0","1","0","1","0","0",0
"1778",46,9,"3","1","2","1","1","0","1","1","1","0","0",0
"1779",27,9,"3","1","2","1","0","0","1","2","0","0","0",0
"1780",33,9,"1","2","2","1","1","0","1","0","0","0","0",0
"1781",35,9,"1","2","1","1","0","0","1","2","1","0","0",0
"1782",29,9,"2","1","3","1","0","0","1","1","1","0","0",0
"1783",39,9,"2","2","3","1","0","0","1","2","1","0","0",0
"1784",48,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1785",58,9,"1","2","1","1","0","0","1","0","2","0","0",0
"1786",36,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1787",33,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1788",32,9,"2","2","3","0","0","0","1","1","0","0","0",0
"1789",32,9,"2","1","3","1","0","0","1","1","1","0","0",0
"1790",31,9,"3","2","2","0","1","0","1","0","0","0","0",0
"1791",30,9,"1","1","1","1","0","0","1","0","0","0","0",0
"1792",30,9,"2","1","3","1","1","0","1","1","0","0","0",0
"1793",40,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1794",35,9,"1","2","1","1","0","0","1","1","2","0","0",0
"1795",42,9,"1","2","1","1","0","0","1","2","1","0","0",0
"1796",60,9,"3","2","1","1","0","0","1","2","1","0","0",1
"1797",28,9,"3","1","2","0","0","0","1","0","1","0","0",0
"1798",29,9,"3","1","2","1","0","0","1","0","1","0","0",0
"1799",33,9,"0","2","2","1","1","0","1","0","1","0","0",0
"1800",23,9,"3","1","2","1","1","0","1","0","1","0","0",0
"1801",34,9,"1","2","1","1","0","0","1","0","0","0","0",0
"1802",29,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1803",32,9,"1","1","2","1","0","0","1","1","0","0","0",0
"1804",55,9,"3","2","2","1","1","0","1","1","0","0","0",0
"1805",39,9,"0","1","1","0","0","0","1","0","0","0","0",0
"1806",37,9,"3","1","2","1","0","0","1","1","0","0","0",0
"1807",26,9,"1","1","2","1","0","0","1","2","0","0","0",1
"1808",35,9,"2","0","3","1","0","0","1","1","0","0","0",0
"1809",26,9,"2","1","3","1","0","0","1","0","0","0","0",0
"1810",34,9,"3","1","3","1","0","0","1","0","0","0","0",0
"1811",55,9,"1","2","1","0","0","0","1","2","1","0","0",0
"1812",39,9,"3","2","2","1","1","0","1","2","0","0","0",0
"1813",27,9,"0","2","3","1","0","0","1","0","1","0","0",0
"1814",30,9,"2","1","2","1","0","0","1","1","2","0","0",0
"1815",28,9,"2","1","0","1","0","0","1","1","1","0","0",0
"1816",33,9,"1","1","2","1","0","0","1","2","0","0","0",0
"1817",43,9,"2","2","3","1","0","0","1","0","1","0","0",0
"1818",50,9,"3","2","3","1","0","0","1","2","1","0","0",0
"1819",26,9,"1","1","1","1","0","0","1","0","0","0","0",0
"1820",33,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1821",47,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1822",33,9,"2","1","2","1","1","0","1","1","0","0","0",0
"1823",34,9,"1","2","2","1","1","0","1","2","0","0","0",0
"1824",33,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1825",23,9,"0","1","2","1","0","0","1","0","0","0","0",0
"1826",29,9,"2","1","3","0","0","0","1","2","1","0","0",0
"1827",33,9,"1","2","2","1","0","0","1","2","0","0","0",0
"1828",41,9,"2","2","0","1","0","0","1","1","0","0","0",0
"1829",27,9,"1","1","2","1","0","0","1","2","0","0","0",0
"1830",34,9,"1","1","2","1","0","0","1","1","1","0","0",0
"1831",53,9,"2","2","2","1","0","0","1","0","1","0","0",0
"1832",34,9,"2","1","2","1","0","0","1","0","1","0","0",0
"1833",40,9,"1","2","2","1","0","0","1","2","1","0","0",1
"1834",27,9,"1","2","3","0","0","0","1","0","0","0","0",0
"1835",33,9,"3","2","3","1","1","0","1","1","0","0","0",0
"1836",40,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1837",21,9,"0","1","2","0","0","0","1","2","0","0","0",0
"1838",31,9,"1","2","2","1","0","0","1","0","0","0","0",0
"1839",51,9,"1","2","2","1","1","0","1","0","0","0","0",0
"1840",26,9,"3","1","2","1","0","0","1","2","1","0","0",0
"1841",26,9,"2","2","1","1","0","0","1","1","0","0","0",0
"1842",32,9,"3","1","2","0","0","0","1","0","0","0","0",0
"1843",31,9,"1","2","2","1","1","0","1","0","0","0","0",0
"1844",27,9,"0","2","1","1","0","0","1","2","1","0","0",0
"1845",58,9,"0","0","1","1","0","0","1","1","0","0","0",0
"1846",39,9,"3","2","0","1","0","0","1","0","1","0","0",0
"1847",30,9,"3","2","2","1","0","0","1","0","0","0","0",0
"1848",29,9,"3","1","3","1","0","0","1","1","0","0","0",0
"1849",38,9,"3","2","2","1","0","0","1","0","1","0","0",0
"1850",29,9,"2","2","3","1","0","0","1","2","0","0","0",0
"1851",28,9,"1","1","2","1","0","0","1","2","1","0","0",1
"1852",41,9,"1","1","2","1","0","0","1","2","1","0","0",0
"1853",43,9,"1","2","1","1","0","0","1","1","2","0","0",0
"1854",43,9,"1","1","1","1","0","0","1","0","1","0","0",0
"1855",37,9,"3","2","2","1","0","0","1","1","1","0","0",0
"1856",46,9,"1","0","1","1","0","0","1","0","2","0","0",0
"1857",53,9,"1","2","2","1","0","0","1","1","1","0","0",0
"1858",28,9,"1","1","2","1","1","0","1","0","1","0","0",0
"1859",41,9,"3","2","2","1","1","0","1","2","1","0","0",0
"1860",36,9,"1","2","2","1","0","0","1","1","1","0","0",0
"1861",37,9,"3","2","3","1","0","0","1","2","0","0","0",0
"1862",38,9,"1","2","2","1","0","0","1","2","1","0","0",0
"1863",32,9,"3","2","2","1","1","0","1","0","1","0","0",0
"1864",33,9,"1","0","1","1","0","0","1","2","1","0","0",1
"1865",28,9,"3","1","2","1","0","0","1","0","1","0","0",0
"1866",52,9,"1","0","1","1","1","0","1","0","2","0","0",0
"1867",30,9,"1","1","2","0","0","0","1","2","0","0","0",0
"1868",37,9,"1","2","2","1","0","0","1","0","1","0","0",0
"1869",27,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1870",31,9,"3","2","2","1","0","0","1","1","1","0","0",0
"1871",47,9,"2","0","3","1","0","0","1","0","0","0","0",0
"1872",33,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1873",46,9,"1","2","1","1","1","0","1","1","0","0","0",0
"1874",38,9,"1","2","2","1","0","0","1","2","0","0","0",0
"1875",33,9,"1","1","1","1","0","0","1","0","0","0","0",0
"1876",44,9,"1","2","1","1","0","0","1","0","0","0","0",0
"1877",35,9,"2","2","3","1","0","0","1","0","0","0","0",0
"1878",38,9,"1","2","2","1","0","0","1","1","2","0","0",0
"1879",56,9,"1","2","1","1","0","0","1","0","0","0","0",0
"1880",33,9,"3","1","2","1","0","0","1","0","2","0","0",0
"1881",45,9,"3","2","1","1","0","0","1","1","1","0","0",0
"1882",30,9,"3","2","1","1","0","0","1","2","1","0","0",0
"1883",34,9,"3","2","2","1","0","0","1","1","0","0","0",0
"1884",32,9,"1","2","2","1","1","0","1","2","0","0","0",0
"1885",32,9,"1","1","2","0","0","0","1","0","1","0","0",0
"1886",27,9,"3","2","2","1","0","0","1","2","0","0","0",0
"1887",48,9,"0","2","2","1","0","0","1","1","1","0","0",0
"1888",54,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1889",29,9,"3","1","3","1","0","0","1","2","1","0","0",0
"1890",37,9,"1","0","2","1","0","0","1","1","0","0","0",0
"1891",26,9,"2","2","3","1","1","0","1","2","1","0","0",0
"1892",43,9,"2","2","2","1","0","0","1","1","1","0","0",0
"1893",31,9,"1","2","2","1","0","0","1","1","1","0","0",0
"1894",55,9,"3","2","2","1","0","0","1","2","1","0","0",0
"1895",45,9,"3","1","2","1","0","0","1","2","1","0","0",0
"1896",35,9,"3","1","2","1","0","0","1","2","2","0","0",0
"1897",57,9,"2","2","3","1","1","0","1","0","0","0","0",0
"1898",49,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1899",23,9,"3","1","2","1","1","0","1","1","1","0","0",0
"1900",49,9,"1","0","1","1","0","0","1","2","2","0","0",0
"1901",35,9,"2","1","3","1","0","0","1","2","1","0","0",0
"1902",38,9,"3","1","3","1","0","0","1","0","0","0","0",0
"1903",39,9,"2","2","2","1","0","0","1","0","1","0","0",0
"1904",27,9,"2","1","3","1","0","0","1","0","1","0","0",0
"1905",37,9,"1","2","2","0","0","0","1","1","0","0","0",0
"1906",57,9,"2","2","2","1","0","0","1","0","2","0","0",0
"1907",38,9,"2","1","3","1","0","0","1","0","0","0","0",0
"1908",26,9,"3","2","2","1","0","0","1","1","1","0","0",0
"1909",46,9,"2","2","0","1","0","0","1","2","1","0","0",0
"1910",44,9,"3","2","2","1","0","0","1","0","2","0","0",0
"1911",44,9,"1","2","1","1","1","0","1","0","0","0","0",0
"1912",28,9,"1","2","2","1","0","0","1","2","0","0","0",0
"1913",37,9,"3","2","2","0","1","0","1","0","0","0","0",0
"1914",43,9,"3","1","2","1","0","0","1","1","0","0","0",0
"1915",25,9,"3","1","2","1","0","0","1","2","2","0","0",0
"1916",34,9,"1","1","1","1","0","0","1","0","1","0","0",0
"1917",39,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1918",35,9,"2","1","2","1","0","0","1","2","2","0","0",0
"1919",32,9,"3","2","2","1","1","0","1","1","1","0","0",0
"1920",31,9,"3","2","2","0","1","0","1","0","2","0","0",0
"1921",42,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1922",31,9,"1","1","2","1","0","0","1","0","0","0","0",0
"1923",30,9,"3","1","3","1","0","0","1","0","0","0","0",0
"1924",29,9,"3","1","2","1","0","0","1","0","0","0","0",0
"1925",29,9,"3","1","2","1","0","0","1","1","0","0","0",0
"1926",36,9,"1","2","2","1","0","0","1","2","1","0","0",0
"1927",41,9,"3","2","2","1","0","0","1","1","1","0","0",0
"1928",37,9,"1","1","2","1","0","0","1","0","1","0","0",0
"1929",32,9,"2","1","3","1","0","0","1","0","1","0","0",0
"1930",39,9,"2","2","3","1","0","0","1","0","2","0","0",0
"1931",31,9,"2","1","3","1","0","0","1","0","1","0","0",0
"1932",33,9,"1","1","2","1","0","0","1","0","1","0","0",0
"1933",30,9,"3","1","3","1","0","0","1","0","1","0","0",0
"1934",24,9,"0","1","2","0","0","0","1","0","1","0","0",0
"1935",55,9,"1","2","2","1","1","0","1","0","1","0","0",0
"1936",27,9,"3","1","2","1","0","0","1","0","1","0","0",0
"1937",47,9,"2","0","3","1","0","0","1","1","2","0","0",0
"1938",29,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1939",56,9,"2","2","2","0","0","0","1","0","2","0","0",0
"1940",31,9,"2","1","3","1","0","0","1","2","2","0","0",0
"1941",46,9,"1","2","1","1","0","0","1","0","1","0","0",0
"1942",47,9,"3","1","0","1","0","0","1","0","2","0","0",0
"1943",29,9,"0","1","2","1","0","0","1","0","2","0","0",0
"1944",35,9,"3","0","3","1","0","0","1","0","1","0","0",0
"1945",31,9,"3","1","2","1","0","0","1","0","1","0","0",0
"1946",29,9,"3","1","2","1","0","0","1","0","1","0","0",0
"1947",48,9,"3","0","0","1","0","0","1","1","0","0","0",0
"1948",59,9,"1","2","2","0","1","0","1","0","2","0","0",0
"1949",44,9,"2","2","3","1","0","0","1","0","1","0","0",0
"1950",30,9,"3","1","3","1","0","0","1","0","1","0","0",0
"1951",50,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1952",25,9,"3","2","2","1","0","0","1","2","1","0","0",0
"1953",32,9,"1","2","2","1","0","0","1","2","2","0","0",0
"1954",49,9,"1","2","1","1","1","0","1","0","1","0","0",0
"1955",38,9,"3","2","2","1","0","0","1","2","2","0","0",0
"1956",29,9,"1","1","2","1","0","0","1","0","1","0","0",0
"1957",51,9,"2","2","3","1","0","0","1","0","1","0","0",0
"1958",29,9,"1","1","2","1","0","0","1","1","1","0","0",0
"1959",32,9,"3","0","2","1","0","0","1","1","1","0","0",0
"1960",43,9,"0","2","1","1","0","0","1","1","1","0","0",0
"1961",34,9,"1","2","2","0","0","0","1","1","2","0","0",0
"1962",37,9,"1","2","1","1","0","0","1","1","1","0","0",0
"1963",29,9,"3","1","2","1","0","0","1","2","1","0","0",0
