"","age","day","grp.job","marital","education","housing","loan","contact","grp.month","grp.duration","grp.campaign","grp.pdays","grp.previous","y.subscribe","test.subscribe"
"4989",35,21,"1","2","2","1","0","0","1","0","0","0","0",0,0
"4990",37,21,"2","2","3","1","1","0","1","0","0","0","0",0,0
"4991",42,21,"3","0","2","1","0","0","1","1","2","0","0",0,0
"4992",34,21,"2","2","2","1","0","0","1","2","0","0","0",0,0
"4995",29,21,"2","2","2","1","1","0","1","2","0","0","0",0,0
"4998",34,21,"1","2","2","1","0","0","1","0","1","0","0",0,0
"4999",35,21,"2","1","3","1","0","0","1","2","2","0","0",0,0
"5004",31,21,"2","1","3","1","0","0","1","2","1","0","0",1,0
"5005",36,21,"2","1","3","0","0","0","1","2","2","0","0",0,0
"5008",32,21,"1","2","1","1","1","0","1","2","1","0","0",0,0
"5009",27,21,"1","1","2","1","1","0","1","2","0","0","0",0,0
"5011",38,21,"2","2","3","1","0","0","1","2","0","0","0",0,0
"5020",30,21,"2","2","3","1","1","0","1","1","0","0","0",0,0
"5021",31,21,"3","1","2","1","0","0","1","0","1","0","0",0,0
"5024",25,21,"1","1","2","1","0","0","1","2","0","0","0",0,0
"5026",34,21,"3","1","3","1","0","0","1","1","1","0","0",0,0
"5038",32,21,"1","2","2","1","1","0","1","0","0","0","0",0,0
"5042",33,21,"2","1","3","1","1","0","1","2","0","0","0",0,0
"5043",30,21,"3","2","2","1","0","0","1","2","0","0","0",0,0
"5049",32,21,"3","0","2","1","0","0","1","2","0","0","0",0,0
"5052",58,21,"2","2","3","1","0","0","1","0","2","0","0",0,0
"5053",32,21,"3","1","2","1","0","0","1","2","1","0","0",1,0
"5061",34,21,"2","1","3","1","0","0","1","0","1","0","0",0,0
"5066",33,21,"3","1","2","1","0","0","1","1","1","0","0",0,0
"5067",34,21,"2","1","2","1","1","0","1","2","1","0","0",0,0
"5068",35,21,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5072",32,21,"2","1","3","1","0","0","1","2","1","0","0",0,0
"5073",38,21,"1","1","1","1","0","0","1","1","1","0","0",0,0
"5074",35,21,"3","2","2","1","0","0","1","2","2","0","0",0,0
"5075",39,21,"3","2","2","1","0","0","1","0","2","0","0",0,0
"5076",34,21,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5081",39,21,"1","2","2","1","0","0","1","1","1","0","0",0,0
"5085",35,21,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5086",30,21,"3","1","2","1","0","0","1","0","1","0","0",0,0
"5088",38,21,"2","2","2","1","0","0","1","1","1","0","0",0,0
"5097",37,21,"1","2","2","1","0","0","1","1","0","0","0",0,0
"5100",40,21,"0","1","2","1","0","0","1","2","2","0","0",0,0
"5102",32,21,"1","2","1","1","0","0","1","0","0","0","0",0,0
"5109",39,21,"2","2","3","1","0","0","1","2","1","0","0",0,0
"5110",33,21,"3","2","2","1","0","0","1","0","2","0","0",0,0
"5111",48,21,"1","2","1","1","0","0","1","1","1","0","0",0,0
"5112",38,21,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5115",30,21,"1","2","1","1","0","0","1","2","1","0","0",0,0
"5124",37,21,"3","1","2","1","0","0","1","0","1","0","0",0,0
"5134",31,21,"2","1","3","1","0","0","1","2","1","0","0",0,0
"5142",31,21,"3","1","2","1","0","0","1","0","0","0","0",0,0
"5143",31,21,"3","1","2","1","0","0","1","2","1","0","0",0,0
"5156",36,21,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5164",51,21,"2","2","2","1","0","0","1","0","2","0","0",0,0
"5166",39,21,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5167",31,21,"1","2","2","1","1","0","1","1","1","0","0",0,0
"5169",27,21,"3","2","2","1","1","0","1","1","2","0","0",0,0
"5170",32,21,"1","2","1","1","0","0","1","1","1","0","0",0,0
"5171",34,21,"1","2","1","1","0","0","1","2","2","0","0",0,0
"5177",53,21,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5178",33,21,"3","0","2","1","0","0","1","2","1","0","0",0,0
"5187",34,21,"2","2","2","1","0","0","1","1","2","0","0",0,0
"5189",47,21,"3","2","0","1","0","0","1","0","2","0","0",0,0
"5195",33,21,"1","2","2","1","0","0","1","2","1","0","0",1,0
"5197",33,21,"1","2","1","1","0","0","1","2","1","0","0",0,0
"5199",57,21,"2","0","3","1","0","0","1","0","2","0","0",0,0
"5200",36,21,"1","2","1","0","0","0","1","0","2","0","0",0,0
"5204",33,21,"1","2","1","1","0","0","1","1","1","0","0",0,0
"5206",27,23,"3","1","2","1","0","0","1","0","2","0","0",0,0
"5207",52,23,"1","2","1","0","0","0","1","0","2","0","0",0,0
"5214",30,23,"3","1","2","1","1","0","1","0","1","0","0",0,0
"5221",29,23,"3","2","2","1","0","0","1","2","1","0","0",0,0
"5224",33,23,"3","1","2","1","0","0","1","2","1","0","0",0,0
"5226",32,23,"1","2","2","0","1","0","1","0","0","0","0",0,0
"5228",33,23,"1","1","2","1","0","0","1","0","0","0","0",0,0
"5231",34,23,"2","1","3","1","0","0","1","2","0","0","0",0,0
"5236",34,23,"3","2","2","1","0","0","1","2","0","0","0",0,0
"5242",36,23,"2","2","3","1","0","0","1","0","0","0","0",0,0
"5243",30,23,"1","1","2","1","1","0","1","0","0","0","0",0,0
"5244",43,23,"3","1","3","1","0","0","1","0","2","0","0",0,0
"5249",31,23,"1","2","1","1","0","0","1","2","0","0","0",0,0
"5253",29,23,"2","2","3","1","0","0","1","0","1","0","0",0,0
"5255",37,23,"1","2","2","1","1","0","1","0","0","0","0",0,0
"5256",32,23,"3","2","3","1","0","0","1","1","0","0","0",0,0
"5257",33,23,"2","2","1","1","0","0","1","0","0","0","0",0,0
"5261",34,23,"1","2","1","1","0","0","1","1","0","0","0",0,0
"5265",35,23,"1","1","1","1","0","0","1","1","0","0","0",0,0
"5269",31,23,"1","1","2","1","0","0","1","1","0","0","0",0,0
"5272",37,23,"1","2","1","1","0","0","1","2","0","0","0",0,0
"5274",33,23,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5278",40,23,"1","2","1","1","0","0","1","1","0","0","0",0,0
"5279",31,23,"3","1","2","1","0","0","1","0","0","0","0",0,0
"5285",32,23,"3","1","2","1","1","0","1","0","0","0","0",0,0
"5287",34,23,"1","0","2","1","0","0","1","2","0","0","0",0,0
"5291",33,23,"2","2","3","1","1","0","1","1","0","0","0",0,0
"5298",33,23,"3","0","3","1","0","0","1","2","0","0","0",0,0
"5304",30,23,"1","2","1","1","0","0","1","1","0","0","0",0,0
"5306",41,23,"2","2","3","1","1","0","1","0","1","0","0",0,0
"5310",33,23,"2","2","0","1","0","0","1","2","0","0","0",0,0
"5311",33,23,"3","1","2","1","0","0","1","1","0","0","0",0,0
"5315",31,23,"2","2","3","1","0","0","1","1","0","0","0",0,0
"5316",39,23,"3","1","3","1","0","0","1","0","0","0","0",0,0
"5317",30,23,"2","1","3","1","0","0","1","0","0","0","0",0,0
"5327",28,23,"1","2","2","1","1","0","1","1","1","0","0",0,0
"5328",28,23,"3","1","3","1","0","0","1","0","2","0","0",0,0
"5331",36,23,"3","2","2","1","1","0","1","1","1","0","0",0,0
"5333",37,23,"2","1","3","1","0","0","1","1","1","0","0",0,0
"5334",36,23,"1","1","2","1","0","0","1","1","1","0","0",0,0
"5335",41,23,"0","2","2","0","0","0","1","1","1","0","0",0,0
"5337",34,23,"3","2","2","1","0","0","1","0","0","0","0",0,0
"5341",36,23,"1","2","1","1","1","0","1","1","0","0","0",0,0
"5346",36,23,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5348",36,23,"1","2","2","1","0","0","1","1","0","0","0",0,0
"5351",30,23,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5354",36,23,"2","0","3","1","1","0","1","1","0","0","0",0,0
"5355",47,23,"3","2","2","1","0","0","1","0","0","0","0",0,0
"5356",32,23,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5364",32,23,"2","1","3","0","0","0","1","0","1","0","0",0,0
"5368",28,23,"1","1","2","1","0","0","1","0","0","0","0",0,0
"5376",29,23,"1","1","2","1","0","0","1","1","0","0","0",0,0
"5384",24,23,"3","1","2","1","0","0","1","2","0","0","0",0,0
"5392",24,23,"3","2","2","1","0","0","1","0","0","0","0",0,0
"5394",37,23,"3","1","2","1","0","0","1","1","1","0","0",0,0
"5396",29,23,"3","1","2","1","1","0","1","2","0","0","0",0,0
"5400",46,23,"2","1","2","1","0","0","1","0","2","0","0",0,0
"5407",45,23,"2","2","3","1","0","0","1","1","0","0","0",0,0
"5414",30,23,"1","1","2","0","0","0","1","0","1","0","0",0,0
"5415",38,23,"3","1","2","1","0","0","1","0","0","0","0",0,0
"5417",32,23,"1","0","0","1","1","0","1","2","1","0","0",0,0
"5420",30,23,"1","2","2","1","1","0","1","0","1","0","0",0,0
"5421",31,23,"2","1","3","1","1","0","1","2","0","0","0",0,0
"5426",37,23,"3","0","2","1","0","0","1","0","1","0","0",0,0
"5427",47,23,"3","2","2","1","0","0","1","0","2","0","0",0,0
"5428",39,23,"3","0","2","1","1","0","1","2","0","0","0",0,0
"5429",32,23,"1","1","2","1","0","0","1","0","1","0","0",0,0
"5430",55,23,"3","2","0","1","0","0","1","1","1","0","0",0,0
"5431",41,23,"3","1","2","0","0","0","1","2","0","0","0",0,0
"5432",39,23,"0","2","2","1","0","0","1","2","1","0","0",0,0
"5434",31,23,"1","1","2","1","1","0","1","1","1","0","0",0,0
"5440",26,23,"0","2","3","1","1","0","1","0","2","0","0",0,0
"5441",39,23,"2","0","2","1","0","0","1","1","1","0","0",0,0
"5442",35,23,"3","0","2","0","0","0","1","1","0","0","0",0,0
"5448",29,23,"1","1","2","1","0","0","1","2","0","0","0",0,0
"5450",27,23,"3","1","2","1","0","0","1","0","1","0","0",0,0
"5454",32,23,"2","2","3","1","0","0","1","1","1","0","0",0,0
"5455",30,23,"3","2","3","1","0","0","1","1","1","0","0",0,0
"5459",32,23,"2","2","3","1","0","0","1","2","1","0","0",0,0
"5463",37,23,"1","2","1","1","0","0","1","0","2","0","0",0,0
"5466",36,23,"3","2","2","1","0","0","1","0","0","0","0",0,0
"5470",26,23,"3","0","2","1","0","0","1","0","2","0","0",0,0
"5472",35,23,"3","1","2","1","0","0","1","0","0","0","0",0,0
"5473",39,23,"2","0","2","1","0","0","1","2","1","0","0",0,0
"5475",32,23,"3","2","2","1","0","0","1","1","2","0","0",0,0
"5478",43,23,"2","2","2","1","1","0","1","1","1","0","0",0,0
"5479",31,23,"3","1","3","1","0","0","1","1","1","0","0",0,0
"5483",36,23,"3","2","2","1","0","0","1","1","0","0","0",0,0
"5484",45,23,"3","2","2","1","0","0","1","2","1","0","0",1,0
"5486",31,23,"2","1","3","1","0","0","1","0","1","0","0",0,0
"5489",40,23,"3","2","2","1","1","0","1","0","0","0","0",0,0
"5490",30,23,"3","2","2","1","0","0","1","1","1","0","0",0,0
"5491",35,23,"2","2","3","1","0","0","1","0","2","0","0",0,0
"5492",42,23,"3","0","2","1","1","0","1","1","0","0","0",0,0
"5496",32,23,"1","1","2","1","0","0","1","0","1","0","0",0,0
"5502",34,23,"1","1","2","1","0","0","1","2","1","0","0",0,0
"5509",39,23,"3","2","1","1","0","0","1","1","1","0","0",0,0
"5518",54,23,"1","2","1","1","0","0","1","0","0","0","0",0,0
"5520",46,23,"3","0","2","1","0","0","1","2","0","0","0",0,0
"5524",40,23,"1","2","2","1","1","0","1","1","0","0","0",0,0
"5525",60,23,"3","2","2","0","0","0","1","0","1","0","0",0,0
"5529",39,23,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5534",35,23,"2","2","2","1","0","0","1","0","1","0","0",0,0
"5542",37,23,"2","2","3","1","0","0","1","2","1","0","0",0,0
"5549",46,23,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5550",29,23,"2","1","3","1","0","0","1","2","1","0","0",0,0
"5555",35,23,"3","1","2","1","0","0","1","1","2","0","0",0,0
"5560",39,23,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5567",34,23,"3","2","2","1","1","0","1","0","2","0","0",0,0
"5576",31,23,"1","2","2","1","0","0","1","2","1","0","0",1,0
"5580",33,23,"1","2","1","1","0","0","1","2","1","0","0",0,0
"5581",49,23,"1","2","2","1","0","0","1","1","2","0","0",0,0
"5586",37,23,"3","2","2","1","1","0","1","0","1","0","0",0,0
"5588",35,23,"1","2","1","1","0","0","1","1","1","0","0",0,0
"5590",31,23,"1","2","1","1","0","0","1","2","1","0","0",0,0
"5591",35,23,"2","2","3","1","0","0","1","0","1","0","0",0,0
"5594",30,23,"1","1","2","1","0","0","1","0","1","0","0",0,0
"5595",31,23,"1","2","2","1","0","0","1","1","2","0","0",0,0
"5598",31,23,"1","1","3","1","0","0","1","0","1","0","0",0,0
"5601",32,23,"1","2","2","1","0","0","1","2","1","0","0",0,0
"5602",31,23,"3","2","2","1","0","0","1","0","2","0","0",0,0
"5604",32,23,"1","2","1","1","0","0","1","1","1","0","0",0,0
"5605",50,23,"2","2","3","1","0","0","1","0","1","0","0",0,0
"5608",30,23,"1","2","2","1","0","0","1","2","2","0","0",0,0
"5609",36,23,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5610",31,23,"0","2","2","1","1","0","1","0","2","0","0",0,0
"5611",37,23,"3","1","3","1","0","0","1","1","2","0","0",0,0
"5614",37,23,"1","2","2","1","0","0","1","1","2","0","0",0,0
"5620",26,23,"3","1","2","1","0","0","1","2","1","0","0",0,0
"5625",34,23,"2","2","2","1","0","0","1","1","1","0","0",0,0
"5626",31,23,"3","2","2","1","0","0","1","2","1","0","0",0,0
"5628",31,23,"2","1","3","1","0","0","1","2","2","0","0",0,0
"5629",29,23,"3","1","2","1","0","0","1","2","2","0","0",0,0
"5631",52,23,"1","2","2","1","1","0","1","0","2","0","0",0,0
"5632",31,23,"1","2","0","1","0","0","1","0","2","0","0",0,0
"5634",35,23,"1","2","2","1","0","0","1","0","2","0","0",0,0
"5637",31,23,"1","2","2","1","1","0","1","0","1","0","0",0,0
"5639",53,23,"1","2","1","1","0","0","1","2","2","0","0",0,0
"5641",34,26,"0","2","3","1","0","0","1","0","1","0","0",0,0
"5644",32,26,"3","2","2","1","1","0","1","0","1","0","0",0,0
"5648",41,26,"2","0","2","1","0","0","1","0","1","0","0",0,0
"5651",56,26,"1","0","1","1","0","0","1","2","0","0","0",0,0
"5653",50,26,"3","2","3","1","1","0","1","0","0","0","0",0,0
"5656",58,26,"0","2","2","1","0","0","1","0","0","0","0",0,0
"5659",47,26,"3","2","2","1","1","0","1","1","0","0","0",0,0
"5668",41,26,"1","0","1","1","0","0","1","2","0","0","0",0,0
"5678",50,26,"3","2","2","1","1","0","1","0","1","0","0",0,0
"5680",43,26,"3","2","2","1","1","0","1","0","1","0","0",0,0
"5683",36,26,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5685",46,26,"3","0","2","1","0","0","1","0","0","0","0",0,0
"5687",35,26,"1","2","2","1","0","0","1","0","2","0","0",0,0
"5690",48,26,"3","0","2","1","0","0","1","0","1","0","0",0,0
"5694",42,26,"3","1","0","1","0","0","1","0","0","0","0",0,0
"5695",46,26,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5707",37,26,"3","1","2","1","0","0","1","1","0","0","0",0,0
"5709",32,26,"3","2","2","1","0","0","1","1","0","0","0",0,0
"5710",59,26,"3","0","2","1","0","0","1","1","0","0","0",0,0
"5711",46,26,"3","2","1","1","0","0","1","0","0","0","0",0,0
"5713",35,26,"3","1","2","1","0","0","1","1","1","0","0",0,0
"5714",53,26,"2","2","2","1","0","0","1","0","0","0","0",0,0
"5716",35,26,"1","0","1","1","0","0","1","0","0","0","0",0,0
"5725",37,26,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5727",46,26,"1","2","2","1","0","0","1","1","1","0","0",0,0
"5728",43,26,"3","2","2","0","0","0","1","2","0","0","0",0,0
"5729",53,26,"3","2","2","0","1","0","1","0","0","0","0",0,0
"5730",30,26,"3","2","2","1","1","0","1","0","0","0","0",0,0
"5733",40,26,"1","2","2","1","1","0","1","1","0","0","0",0,0
"5735",38,26,"3","2","2","1","1","0","1","1","1","0","0",0,0
"5740",42,26,"1","1","1","1","1","0","1","0","0","0","0",0,0
"5744",29,26,"3","2","2","1","1","0","1","1","0","0","0",0,0
"5745",34,26,"3","2","2","1","0","0","1","0","0","0","0",0,0
"5750",40,26,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5752",33,26,"1","0","1","1","0","0","1","2","0","0","0",0,0
"5754",31,26,"2","2","2","1","0","0","1","0","0","0","0",0,0
"5760",34,26,"1","2","2","1","0","0","1","1","0","0","0",0,0
"5761",39,26,"0","1","3","1","1","0","1","2","0","0","0",0,0
"5769",31,26,"3","1","2","1","0","0","1","2","1","0","0",1,0
"5770",54,26,"1","2","2","1","1","0","1","0","0","0","0",0,0
"5771",32,26,"3","0","2","0","0","0","1","0","0","0","0",0,0
"5772",58,26,"0","2","2","1","0","0","1","0","0","0","0",0,0
"5773",32,26,"1","1","1","1","0","0","1","1","0","0","0",0,0
"5779",31,26,"2","2","3","1","0","0","1","0","2","0","0",0,0
"5782",32,26,"1","1","2","1","1","0","1","1","1","0","0",0,0
"5785",34,26,"3","2","2","1","0","0","1","1","0","0","0",0,0
"5790",47,26,"3","2","2","1","1","0","1","0","2","0","0",0,0
"5792",27,26,"3","1","2","0","0","0","1","1","2","0","0",0,0
"5797",55,26,"1","2","2","1","0","0","1","1","0","0","0",0,0
"5805",36,26,"2","2","3","1","0","0","1","1","0","0","0",0,0
"5806",28,26,"3","2","2","1","0","0","1","1","0","0","0",0,0
"5812",28,26,"3","2","2","1","1","0","1","0","0","0","0",0,0
"5813",33,26,"1","2","2","1","1","0","1","0","1","0","0",0,0
"5815",40,26,"0","2","2","1","0","0","1","1","1","0","0",0,0
"5816",28,26,"2","2","3","1","0","0","1","1","1","0","0",0,0
"5817",59,26,"0","0","2","0","0","0","1","1","1","0","0",0,0
"5818",51,26,"1","2","1","0","0","0","1","0","0","0","0",0,0
"5829",31,26,"3","0","2","1","0","0","1","1","0","0","0",0,0
"5835",47,26,"3","0","2","1","0","0","1","0","0","0","0",0,0
"5840",57,26,"0","2","3","0","0","0","1","0","2","0","0",0,0
"5843",33,26,"1","2","2","1","0","0","1","1","1","0","0",0,0
"5852",54,26,"2","2","3","1","0","0","1","1","1","0","0",0,0
"5854",33,26,"1","2","1","1","0","0","1","0","1","0","0",0,0
"5872",29,26,"1","2","2","1","0","0","1","2","1","0","0",0,0
"5878",35,26,"3","0","2","1","1","0","1","2","2","0","0",0,0
"5879",30,26,"0","2","2","1","1","0","1","0","1","0","0",0,0
"5880",30,26,"1","2","2","1","0","0","1","1","2","0","0",0,0
"5884",52,26,"2","0","2","0","1","0","1","0","1","0","0",0,0
"5886",44,26,"1","2","0","1","0","0","1","0","1","0","0",0,0
"5893",31,26,"3","2","2","1","0","0","1","1","2","0","0",0,0
"5896",26,26,"1","1","2","1","0","0","1","2","1","0","0",0,0
"5902",49,26,"3","0","2","1","0","0","1","2","1","0","0",0,0
"5904",31,26,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5907",33,26,"3","2","2","1","0","0","1","1","2","0","0",0,0
"5909",34,26,"2","1","3","1","0","0","1","0","1","0","0",0,0
"5917",42,26,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5920",50,26,"3","2","2","1","0","0","1","2","1","0","0",0,0
"5929",28,26,"2","2","3","0","0","0","1","2","0","0","0",0,0
"5932",28,26,"3","1","3","1","0","0","1","1","0","0","0",0,0
"5934",31,26,"3","2","3","1","1","0","1","2","1","0","0",0,0
"5937",32,26,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5939",28,26,"3","1","2","1","0","0","1","2","2","0","0",1,0
"5940",41,26,"0","2","1","0","0","0","1","0","1","0","0",0,0
"5944",38,26,"3","2","2","1","0","0","1","0","2","0","0",0,0
"5946",57,26,"3","0","2","1","0","0","1","2","2","0","0",0,0
"5947",30,26,"3","1","3","1","0","0","1","2","0","0","0",0,0
"5953",44,26,"1","2","1","1","1","0","1","1","1","0","0",0,0
"5958",43,26,"3","2","2","1","0","0","1","0","1","0","0",0,0
"5959",33,26,"3","2","3","1","0","0","1","0","2","0","0",0,0
"5961",32,26,"3","2","2","1","0","0","1","0","2","0","0",0,0
"5965",37,26,"1","2","2","1","1","0","1","0","1","0","0",0,0
"5967",45,26,"1","2","2","1","0","0","1","0","1","0","0",0,0
"5973",45,26,"2","2","2","1","0","0","1","0","2","0","0",0,0
"5974",30,26,"3","2","2","1","0","0","1","2","2","0","0",1,0
"5977",30,26,"3","2","2","1","1","0","1","2","1","0","0",1,0
"5980",33,26,"2","1","2","1","0","0","1","0","2","0","0",0,0
"5986",24,26,"2","1","3","1","0","0","1","0","1","0","0",0,0
"5992",33,26,"3","1","2","1","0","0","1","0","2","0","0",0,0
"5996",32,26,"0","2","1","1","0","0","1","0","2","0","0",0,0
"5998",26,26,"1","1","2","1","0","0","1","0","2","0","0",0,0
"6002",33,26,"3","1","2","1","0","0","1","1","1","0","0",0,0
"6007",24,26,"1","2","2","1","0","0","1","2","1","0","0",1,0
"6010",34,26,"3","2","2","1","0","0","1","1","2","0","0",0,0
"6013",28,26,"3","1","2","1","1","0","1","0","2","0","0",0,0
"6014",49,26,"1","2","1","0","0","0","1","0","1","0","0",0,0
"6016",32,26,"1","2","1","1","1","0","1","1","2","0","0",0,0
"6021",32,26,"3","1","2","1","0","0","1","1","1","0","0",0,0
"6027",40,26,"3","2","2","1","1","0","1","0","1","0","0",0,0
"6031",31,26,"1","1","2","0","0","0","1","0","1","0","0",0,0
"6035",32,26,"1","1","2","1","0","0","1","0","2","0","0",0,0
"6037",31,26,"1","1","2","1","0","0","1","0","2","0","0",0,0
"6038",32,26,"1","2","1","1","0","0","1","0","2","0","0",0,0
"6039",59,26,"0","2","1","1","0","0","1","0","2","0","0",0,0
"6048",28,26,"3","1","2","1","0","0","1","1","1","0","0",0,0
"6055",38,26,"1","2","1","1","0","0","1","0","2","0","0",0,0
"6056",28,26,"0","1","2","1","0","0","1","2","1","0","0",0,0
"6057",48,26,"1","2","2","1","0","0","1","0","2","0","0",0,0
"6058",37,26,"1","1","2","1","0","0","1","0","2","0","0",0,0
"6061",37,26,"2","1","3","1","0","0","1","2","2","0","0",0,0
"6062",24,26,"2","1","3","1","0","0","1","1","0","0","0",0,0
"6063",30,26,"1","1","2","1","0","0","1","1","2","0","0",0,0
"6065",33,26,"2","2","3","1","0","0","1","1","2","0","0",0,0
"6078",34,27,"2","2","3","1","0","0","1","0","2","0","0",0,0
"6081",50,27,"3","1","2","1","0","0","1","1","1","0","0",0,0
"6086",39,27,"3","2","2","1","0","0","1","0","2","0","0",0,0
"6089",50,27,"3","2","2","1","0","0","1","2","1","0","0",0,0
"6092",36,27,"1","2","2","1","0","0","1","0","1","0","0",0,0
"6093",47,27,"3","0","3","0","0","0","1","0","1","0","0",0,0
"6098",32,27,"3","1","2","0","0","0","1","1","1","0","0",0,0
"6100",38,27,"1","2","1","1","0","0","1","0","2","0","0",0,0
"6101",44,27,"1","0","2","1","0","0","1","0","1","0","0",0,0
"6102",31,27,"2","2","3","0","0","0","1","0","1","0","0",0,0
"6103",30,27,"3","2","3","1","0","0","1","1","2","0","0",0,0
"6104",38,27,"2","0","3","1","0","0","1","1","1","0","0",0,0
"6106",35,27,"2","2","3","1","1","0","1","0","2","0","0",0,0
"6113",59,27,"0","1","2","1","0","0","1","2","2","0","0",1,0
"6114",28,27,"1","1","2","1","1","0","1","0","1","0","0",0,0
"6118",58,27,"2","0","3","1","0","0","1","1","2","0","0",0,0
"6120",43,27,"1","2","1","1","0","0","1","0","2","0","0",0,0
"6123",50,27,"1","2","2","1","1","0","1","0","0","0","0",0,0
"6129",58,27,"3","2","2","1","0","0","1","0","0","0","0",0,0
"6131",49,27,"3","2","2","1","1","0","1","1","0","0","0",0,0
"6132",28,27,"1","2","1","1","0","0","1","1","0","0","0",0,0
"6134",26,27,"3","2","2","1","0","0","1","0","0","0","0",0,0
"6145",37,27,"3","2","2","1","0","0","1","1","1","0","0",0,0
"6152",39,27,"1","2","1","1","0","0","1","1","0","0","0",0,0
"6159",32,27,"3","2","2","1","0","0","1","0","0","0","0",0,0
"6160",32,27,"2","0","3","1","1","0","1","1","0","0","0",0,0
"6164",37,27,"0","1","2","1","0","0","1","0","0","0","0",0,0
"6168",46,27,"1","2","2","1","0","0","1","0","0","0","0",0,0
"6173",27,27,"3","2","2","1","0","0","1","2","0","0","0",0,0
"6180",34,27,"1","2","2","1","0","0","1","0","0","0","0",0,0
"6181",45,27,"3","0","2","1","0","0","1","0","2","0","0",0,0
"6189",38,27,"3","0","2","1","0","0","1","0","1","0","0",0,0
"6193",35,27,"1","1","2","1","0","0","1","2","0","0","0",0,0
"6195",30,27,"1","2","2","1","1","0","1","2","0","0","0",0,0
"6200",48,27,"1","2","2","1","0","0","1","0","1","0","0",0,0
"6201",31,27,"3","2","2","1","1","0","1","1","1","0","0",0,0
"6208",32,27,"3","2","3","0","0","0","1","0","0","0","0",0,0
"6209",28,27,"1","1","2","1","0","0","1","0","0","0","0",0,0
"6210",34,27,"1","2","2","1","1","0","1","1","0","0","0",0,0
"6215",55,27,"3","2","2","1","1","0","1","1","0","0","0",0,0
"6218",29,27,"3","1","3","1","0","0","1","0","0","0","0",0,0
"6241",31,27,"2","1","3","1","0","0","1","1","1","0","0",0,0
"6242",28,27,"0","1","2","0","0","0","1","0","0","0","0",0,0
"6243",57,27,"2","1","3","1","0","0","1","0","0","0","0",0,0
"6254",44,27,"1","0","1","1","0","0","1","1","0","0","0",0,0
"6259",40,27,"3","2","2","1","1","0","1","1","0","0","0",0,0
"6263",25,27,"1","1","2","1","1","0","1","0","0","0","0",0,0
"6264",36,27,"3","2","2","1","1","0","1","0","0","0","0",0,0
"6267",44,27,"3","0","2","1","0","0","1","2","1","0","0",0,0
"6270",27,27,"1","1","2","1","0","0","1","0","0","0","0",0,0
"6273",46,27,"3","2","2","1","0","0","1","0","0","0","0",0,0
"6277",31,27,"1","2","2","0","0","0","1","0","0","0","0",0,0
"6280",21,27,"3","1","0","1","0","0","1","0","0","0","0",0,0
"6281",30,27,"2","2","3","1","0","0","1","0","0","0","0",0,0
"6285",32,27,"3","2","2","1","0","0","1","0","0","0","0",0,0
"6292",29,27,"1","2","1","1","0","0","1","0","0","0","0",0,0
"6297",29,27,"1","2","2","1","0","0","1","1","1","0","0",0,0
"6301",31,27,"2","2","3","1","0","0","1","1","2","0","0",0,0
"6303",43,27,"0","0","2","1","0","0","1","1","0","0","0",0,0
"6305",33,27,"3","0","2","1","0","0","1","0","2","0","0",0,0
"6306",25,27,"3","2","0","1","0","0","1","1","0","0","0",0,0
"6310",40,27,"1","2","1","1","0","0","1","1","0","0","0",0,0
"6315",49,27,"2","2","3","1","0","0","1","0","0","0","0",0,0
"6316",33,27,"3","2","2","1","0","0","1","2","0","0","0",0,0
"6318",30,27,"1","2","2","0","0","0","1","0","0","0","0",0,0
"6319",49,27,"3","2","2","1","1","0","1","0","1","0","0",0,0
"6320",60,27,"3","2","3","1","1","0","1","2","1","0","0",0,0
"6324",24,27,"1","1","2","1","0","0","1","2","0","0","0",0,0
"6325",48,27,"2","0","3","1","0","0","1","0","1","0","0",0,0
"6330",31,27,"1","1","2","1","1","0","1","1","0","0","0",0,0
"6332",32,27,"2","2","3","0","0","0","1","1","0","0","0",0,0
"6334",34,27,"2","1","1","0","0","0","1","0","0","0","0",0,0
"6336",42,27,"3","2","2","1","1","0","1","1","0","0","0",0,0
"6338",30,27,"3","1","2","1","1","0","1","2","0","0","0",1,0
